name,description,email,admin,logins_per_week,users,posts,connections,dmarc_policy
bookwor.ms,本好きのためのインスタンスです / An instance for book lovers.,skoji@skoji.jp,skoji,158,552,227587,17071,Missing
mastodon.com.br,Uma instância voltada para falantes de português brasileiro,admin@mastodon.com.br,admin,158,2019,158811,14015,Enforced (p=quarantine)
fedihum.org,,info@dig-hum.de,admin,156,289,4437,8387,Missing
deacon.social,An inclusive instance for Christians from many backgrounds and faith traditions,andymeredith@gmail.com,ameredith,156,397,19974,8877,Missing
triangletoot.party,,autumn@triangletoot.party,autumn,155,336,32999,17618,Missing
ichiji.social,,ichijisocial@tnzk.org,tnzk,154,4225,2113748,9616,Missing
utopia.cool,小型实例，记录生活为主，关注公共事务。致力于提供自由、友善、开放的「言论广场」。,youdangls@gmail.com,admin,154,341,235457,9026,Missing
mstdn.kemono-friends.info, けもフレ,m@kemo.one,admin,153,2043,8759123,10988,Missing
lgbtqia.space,This is a cute server for all LGBTQIA ppl out there that want a caring and safe environment to express themself.,conflict@lgbtqia.space,mia,153,274,10396,13040,Missing
mastodon.hams.social,,mark-mastodonhams@halibut.com,n6mts,153,299,4931,7574,Missing
sunbeam.city,A general instance with a solarpunk theme. Anarchist and green.,sunbeam@sunbeam.sun,News,152,1893,521748,21807,Missing
seo.chat,The largest Search Engine Optimization (#SEO) community on Mastodon.,admin@seo.chat,fili,151,1115,1871,7137,Monitoring only (p=none)
apobangpo.space,"A purple space to support BTS, their projects and collaborations! 💜",admin@apobangpo.website,pixelcats,151,806,7627,5073,Enforced (p=quarantine)
dragonscave.space,"A general purpose, dragon themed Mastodon instance",DragonsCaveAdmin@pm.me,admin,150,249,81432,20619,Missing
genealysis.social,Bringing together anyone who is interested in Genealogy.,david@genealysis.com,david,150,359,10021,7513,Missing
a2mi.social,,chris@dzombak.com,dzombak,148,352,94700,13469,Missing
mastodon.mit.edu,,mastodon@mit.edu,mastodon,147,828,182392,17908,Monitoring only (p=none)
pokemon.mastportal.info,ポケモン専用インスタンスです。ポケモンのゲームからアプリ、漫画など様々なお話をしていただけます。独自のカスタムテーマを選択することが可能です。,yasuo.ohya@gmail.com,natsuki,147,861,2190419,11405,Missing
federatedfandom.net,"Fandom-focused instance for AO3-inclined folks, fic- and fanart-heavy, plus lots of friends groups seeking the ""fannish group chat"" experience.",iateyourlawngnome@gmail.com,imp,147,418,14965,5576,Missing
mstdn.tokyocameraclub.com,,camera.jpn@tokyocameraclub.com,tokyocameraclub,146,9676,111103,5981,Missing
blimps.xyz,,kay@coyotesin.space,ceralor,146,403,93161,11563,Missing
gensokyo.town,"東方が好きな人達の為のインスタンスです。
東方関連であれば、原作は勿論の事、二次創作、考察や巡礼、どんな話題でも大丈夫。
ときどき東方以外の話題に移ることもありますが、最後は東方に戻ってくる、そんな場所です。",contact@gensokyo.town,syumari,145,4506,493433,11929,Missing
blabber.lu-rp.net,,soporte@lu-rp.es,LUBOT,144,992,18745,612,Enforced (p=quarantine)
colearn.social,,kontakt@colearn.social,lerni,143,390,4647,5314,Missing
kind.social,,kind.social.mod@gmail.com,Texan_Reverend,143,303,73913,17599,Missing
icosahedron.website,icosahedron.website is a mastodon instance for people who like the stellation of the 20-sided convex regular polyhedron.,lorenzd+icosa@gmail.com,halcy,142,857,383398,22794,Monitoring only (p=none)
esq.social,"An instance for legally-minded folks; that is, people working, thinking, writing, or active in the field of law and related fields. ",andrew@leahey.org,andrew,142,303,12537,12015,Missing
kirakiratter.com,For Aikatsu fans,walfington@gmail.com,kirakiratter,141,5528,2541069,11570,Missing
www.blimps.xyz,Small community for lovers of big and/or puffy things,kay@coyotesin.space,ceralor,141,403,93161,11563,Monitoring only (p=none)
augsburg.social,Augsburg.Social bietet diese Instanz an damit Du Deinen Weg in's Fediverse finden kannst. Der Dienst richtet sich an Augsburg und Umgebung.,admin@augsburg.social,AnID,141,351,7641,11704,Enforced (p=reject)
tldr.nettime.org,,tldr@nettime.org,nettime_mod,141,275,4430,9075,Missing
social.horrorhub.club,A smol server for horror enthusiasts. ,ryan@bassist.blue,BlueBassist,138,240,35947,11616,Missing
horrorhub.club,A Horror themed instance for all the mutants out there,ryan@bassist.blue,BlueBassist,138,240,35946,11616,Missing
ni.hil.ist,,adminⒶni.hil.ist,bugs,137,344,112556,14198,Missing
socialism.social,,socialismdotsocial@gmail.com,admin,137,390,6648,8080,Missing
uwu.social,"A public, ""generalistic"" instance run in Germany by the people who run whats-th.is (the file host). All topics and people (even robots) are welcome!",uwusocial@deam.pro,dean,136,1069,264039,23259,Missing
swisstoots.ch,,siran@seifeddini.com,Siran,136,2,2,27,Missing
donphan.social,"This generalist Mastodon instance welcomes enthusiasts of the Pokémon franchise, to talk about it or anything else. Join the federation!",net@siphonay.fr,Siphonay,135,3137,95863,18863,Missing
gulp.cafe,A furry vore instance themed around a coffee shop.,Taris@gulp.cafe,Taris,135,349,75304,16494,Missing
furries.club,Another server for the furry community. Here to just try and spread the load.,keiko@orcas.net,keiko,135,234,2674,7266,Missing
osna.social,Das soziale Netzwerk für Osnabrück und Umgebung,info@chaostreff-osnabrueck.de,Hausmeister,133,477,17158,10899,Missing
biplus.date,一个双性恋闲聊交友的平台。也非常欢迎其他友好的性少数和Straight Ally的加入。,biplusforever@gmail.com,Bi,133,579,82631,8168,Missing
dobbs.town,Church of the SubGenius Members-Only MastoDobbs.,onan@dobbstown.org,onan,132,1021,154932,20821,Missing
elekk.xyz,Gaming without the 'gate,emmilner7r@gmail.com,magicalmilly,130,2337,1350677,22152,Missing
drosophila.social,,giorgio@gilest.ro,giorgiogilestro,130,292,5712,10374,Monitoring only (p=none)
hispagatos.space,"Hispagatos, an Anarcho hacker collective, all social anarchist, hackers, anarchist hackers, anarcho hackers, activists, lefty's http://hispagatos.org",rek2@hispagatos.org,rek2,129,2781,66015,18760,Missing
kfem.cat,"La xarxa social del futur. Sense publicitats, feta per joves, pels joves.",hola@kfem.cat,admin,129,2320,17097,8290,Missing
mast.hpc.social,A Mastodon instance to support and encourage communication among the High Performance Computing community those in and related fields. ,mastodon-admins@hpc.social,admin,129,327,4753,7688,Invalid
lewacki.space,,kontakt@lewacki.space,pklebba,129,500,10592,7169,Missing
cubhub.social,,babmin@cubhub.social,babmin,126,215,6826,4664,Missing
schelling.pt,,webmaster@schelling.pt,locus,126,432,39081,10367,Missing
retirenow.top,,retirenow.top@protonmail.com,admin,126,303,32649,7000,Monitoring only (p=none)
theatl.social,"A regionally-focused Mastodon server for the Atlanta, Georgia (USA) area",michael@theatl.social,michael,126,173,3186,5796,Enforced (p=quarantine)
bookstodon.thestorygraph.com,,support@thestorygraph.com,rob,126,185,952,4203,Missing
opalstack.social,"Mastodon for professionals, influencers, and brands. Managed Hosting for developers, entrepreneurs, and businesses like yours.",social@opalstack.com,d3cline,125,318,3443,7760,Missing
mstdn.fr,mstdn.fr est une instance généraliste.,root@mstdn.fr,support,124,2515,295525,19973,Missing
lingo.lol,"A space for linguists, philologists, and other lovers of languages",headword@lingo.lol,headword,124,236,12023,11962,Missing
cloudisland.nz,"A paid, strongly moderated instance hosted entirely in Aotearoa New Zealand.",aurynn@eiara.nz,aurynn,124,166,103003,17775,Missing
mstdn.my,,hello@mstdn.my,mistak6n,124,288,15780,4056,Missing
social.saarland,Für all die ausm Saarland kumme oder im Herze Saarlänner geblief sinn!,kontakt@social.saarland,admins,123,301,41760,18042,Enforced (p=quarantine)
mastodon.bayern,A Bavarian instance not just for Bavarians.,support@nikisoft.one,nipos,123,478,24272,16320,Missing
mendeddrum.org,Friendly instance for Pratchett fans.,admin@mendeddrum.org,patrick,123,200,20730,12418,Monitoring only (p=none)
bagarrosphere.fr,,admin@bagarrosphere.fr,adminmastodon,123,270,5655,6965,Enforced (p=reject)
mastodon.tetaneutral.net,Mastodon instance provided by Tetaneutral.net,mastodon-contact@tetaneutral.net,tetaneutral_net,121,830,160978,18549,Enforced (p=quarantine)
gensokyo.social,"Welcoming anybody into Touhou and STG culture. English is primary, other languages - OK.",admin@gensokyo.social,Admin,121,3643,70679,19179,Missing
musicians.today,"musicians.today is a community for musicians of all levels, instruments, regions, languages, and genres.",mastodon@cambraca.com,cambraca,121,205,7940,9348,Missing
social.ridetrans.it,,mastodon-help@ridetrans.it,admin,121,217,14170,9689,Missing
arvr.social,,cabanier@gmail.com,cabanier,121,303,1796,7937,Missing
gardenstate.social,The first mastodon instance for all things New Jersey. You don't have live in the Garden State to join because you can love New Jersey from anywhere i,alt255@gmail.com,stefan,121,255,3311,10683,Missing
gameliberty.club,Game Liberty is a mainly gaming/nerd instance for people who value free speech.,matrix07012@protonmail.com,admin,120,2534,681222,31038,Missing
gametoots.de,"German instance for gamers, streamers and twitch users. Hosted in Frankfurt / Germany with a 10 Gbit/s connection.",nils@vanlueck.dev,vanlueckn,119,210,282,8949,Missing
mastodon.im,,admin(at)o3o.ca,admin,119,260,8046,3639,Missing
maly.io,"Maly is a stable, non-tracking Mastodon instance running along other services like our PeerTube instance and a private cloud.",contact@tijlvdb.me,kindly,118,953,145350,22786,Missing
mastodon.gougere.fr,,gougere@yann.pt,gougerenet,117,1860,206913,19326,Missing
handon.club,,highemerly@me.com,highemerly,117,271,3360729,8402,Missing
mastodon.hypnoguys.com,,HairyHypnotist@gmail.com,HairyHypnotist,117,843,10731,8409,Missing
helvede.net,,helvede.net@gmail.com,hekla,117,198,34661,13603,Missing
iztasocial.site,,manuel.meza@iztacala.unam.mx,jmanumeza,117,1783,27916,243,Missing
birds.town,"A server primarily meant for people who like birds, birding and nature in general, but obviously everyone is equally welcome here! ",info@birds.town,mjohanning,117,380,5378,7231,Missing
bayes.club,,contact@bayes.club,cameron,116,234,4445,10311,Missing
toki.social,,mossy-admin@protonmail.com,admin,115,516,7711,6880,Missing
hello.2heng.xin,每个人都有属于自己的一片森林，也许我们从来不曾走过，但它一直在那里，总会在那里。迷失的人迷失了，相逢的人会再相逢。愿这里，成为属于你的小森林。,moezx.cc@outlook.com,mashiro,114,2325,184231,9845,Missing
slashine.onl,,slashine@protonmail.com,slashine,114,441,217359,13070,Missing
mastodon.cr,,donelias@mastodon.cr,donelias,114,345,37362,6864,Missing
the.fores.top,,moezx.cc@outlook.com,mashiro,114,2325,184234,9845,Missing
mastodon.mnetwork.co.kr,mNetwork Mastodon Server (아직도 Beta™),mastodon@mnetwork.co.kr,notice,113,1259,7452,2021,Missing
kafeneio.social,"Mostly a Greek mastodon community. All people are welcome, except those who don't accept other people.",admin@kafeneio.social,kafetzis,113,247,202207,25468,Invalid
urusai.social,"Content for weebs. Moderation for adults. A wholesome community for anime, manga, gaming, and more.",neatchee@ansemreport.com,neatchee,113,182,16199,9776,Missing
smutlandia.com,,admin@smutlandia.com,monster_mistress,113,114,5906,6570,Missing
dingdash.com,,messenjahofchrist@gmail.com,messenjahofchrist,113,3617,92499,7578,Missing
social.yesterweb.org,,contact@yesterweb.org,sadness,113,537,28208,12414,Missing
dmv.community,"A small regional Mastodon instance for those in the DC, Maryland, and Virginia areas.",admin@dmv.community,jcrabapple,113,225,6065,11388,Monitoring only (p=none)
social.mpdl.mpg.de,,mastodon@mpdl.mpg.de,mpg_mastodon,112,299,480,4533,Missing
masto.donte.com.br,Instância moderada com um foco em usuários do Brasil. // Moderated instance with a focus on Brazilian users.,renato@lond.com.br,renatolond,111,241,447814,21145,Enforced (p=quarantine)
mat.random101.net,This instance is a place to talk about tech and have fun,structure7780@mastodon.random101.net,Structure7780,111,190,452,4677,Enforced (p=reject)
nupes.social,,contact@nupes.social,hylobates,111,152,12025,2265,Missing
meteo.social,Instance for weather enthusiasts.,info@kachelmann.com,KachelmannGmbH,110,263,12666,10607,Missing
aut.social,Die Instanz für Österreich,kontakt@aut.social,aut,110,214,2320,6887,Enforced (p=reject)
zug.network,,mail@zug.network,f2k1de,110,146,18321,9187,Missing
indieauthors.social,All things indie-publishing,support@uncanny.it,admin,110,295,1675,7807,Missing
merovingian.club,,themuslimcoper@gmail.com,amr,109,295,14607,4793,Missing
social.sdf.org,,membership@sdf.org,SDF,109,165,8348,9578,Monitoring only (p=none)
mastodon.pirateparty.be,Mastodon instance hosted by the Pirate Party Belgium,contact@pirateparty.be,ppbe,108,1640,74199,16518,Missing
thepit.social,,pjkrupa@proton.me,peter,108,190,11800,12016,Missing
e.fo,,olavur@ellefsen.fo,olavur,108,834,7866,3479,Missing
toot.pizza,An NYC-based instance geared towards transit/urbanism/politics nerds.,ilya@rubni.ch,embeaken,107,156,2074,7081,Missing
shrike.club,,KATE+SHRIKE@SSSTUDIO.ORG,shrike,107,150,728674,13616,Missing
occitania.social,,mastodon@occitania.social,admin,107,442,4073,5132,Monitoring only (p=none)
mastodon.rpicloud.de,,info@rpicloud.de,admin,107,105,363,376,Missing
imaginair.es,"Instance Mastodon dédiée aux écrivain·e·s, photographes, peintres, dessinateur·trice·s, et de manière générale a tou·te·s les créateur·trices",wxcafe@wxcafe.net,wxcafe,106,345,64954,15259,Missing
catcatnya.com,"We are CatCatNya~, a left-wing instance by cats, for cats. We are open for mostly everyone.",jeremy@kescher.at,kescher,106,214,57009,14873,Enforced (p=reject)
sukebe.hostdon.ne.jp,,it@is.dummy,sysadmin,106,436,2617,157,Missing
mstdn.animexx.de,,mastodon@animexx.de,animexx,106,295,4355,4793,Missing
mastodon.beer,,admin@mastodon.beer,thomas,105,255,7803,10679,Enforced (p=quarantine)
mastodon.cc,Mastodon Decentralized Social Network for Art,social@mastodon.cc,asm,104,1861,50743,20025,Missing
pagan.plus,"A place for serious content to casual interest, discussions, practices, and all things pagan and heathen, nature magic, and self discovery and growth.",crazypedia@pagan.plus,Crazypedia,104,276,28923,15799,Missing
rpvortex.online,,elliekgray@gmail.com,TheGiraffe,104,108,4322,1360,Missing
wonkodon.com,,joe@oldf.uk,admin,104,277,15936,8374,Missing
mastodon.skrimmage.com,,skrimmage@danny.page,danny,104,339,5188,8872,Monitoring only (p=none)
kirishima.cloud,,mastodon@krsm.me,Kirishimalab21,103,423,2322068,10867,Missing
podvibes.co,,podvibes.co@gmail.com,horrificnathan,103,225,7956,6681,Missing
pony.social,"Mastodon instance for everyone, pony-fans and nerds",b@tscs37.eu,cult,102,304,19018,16405,Missing
idlethumbs.social,,biz@idlethumbs.net,tabacco,101,435,12862,13093,Missing
indieapps.space,,admin@indieapps.space,joshdholtz,101,144,349,3398,Missing
mastodon.pl,,hello@mastodon.pl,krzysiek,100,356,9428,6488,Enforced (p=reject)
frankfurt.social,,info@frankfurt.social,amorgner,100,180,5540,7453,Missing
dftba.club,,hello@dftba.club,nomadgeek,100,200,12737,8701,Enforced (p=reject)
mastodon.partipirate.org,,contact@partipirate.org,PartiPirate,99,2477,33231,16622,Missing
drupal.community,,drupal.mastodon@proton.me,pcambra,99,245,2530,10336,Enforced (p=reject)
creativewriting.social,,info@mg.creativewriting.social,jimmypop,99,193,7763,7350,Missing
mastodon.hongkongers.net,我們都是香港人,admin@hongkongers.net,admin,99,140,22914,8172,Missing
anticapitalist.party,Anticapitalist instance. Registrations invite-only. More infos on https://anticapitalist.party/about/more.,emma@anticapitalist.party,Emma,98,1955,314515,41347,Missing
social.slat.org,"這是中華民國軟體自由協會 (SLAT) 的 Mastodon 社交平台。歡迎大家進駐分享跟自由軟體、軟體自由或自己生活上的點點滴滴！
Mastodon instance of Software Liberty Association Taiwan.",service@slat.org,slat,98,1036,14650,11127,Enforced (p=quarantine)
kith.kitchen,"An instance focused on recipes, cooking, and anything food-related.",kitchen@mrkiddle.co.uk,Paul,98,934,42176,18585,Missing
mefi.social,,admin@mefi.social,PronoiacAdmin,98,131,15442,8926,Enforced (p=reject)
dataplatform.social,,hello@dataplatform.social,dhmacher,98,188,2553,5811,Missing
mastodon.hk,,francis@ignition.hk,siuying,97,940,28703,12203,Missing
9kb.me,一个自由、开放、多元、包容的中文 Mastodon 社区。Mastodon 是一个建立在开放式网络协议和自由、开源软件之上的社交网络，有着类似于电子邮件的分布式设计。,admin@9kb.me,admin,96,675,174284,8157,Missing
mahiradon.com,,mahiradon.gbf@gmail.com,mahiradon,96,305,332104,1629,Enforced (p=quarantine)
postchat.io,,info@postchat.io,felipebaez,96,219,4137,8722,Enforced (p=reject)
mastodon.bachgau.social,Willkommen in Deiner digitalen und sozialen Nachbarschaft rund um den Bachgau und darüber hinaus.,mail@bachgau.social,olaf,95,481,1964,7839,Enforced (p=reject)
social.datalabour.com,廣場中文小站，鼓勵思想、政治、生活娛樂討論，管理人在台灣，伺服器在歐洲。,yuanzhong.mastodon@gmail.com,monkey,95,489,41240,6551,Missing
critcare.social,,social@critcare.net,kennethbaillie,94,321,7045,6235,Missing
mastodon.holeyfox.co,,justin.irabor@gmail.com,vunderkind,94,672,17839,7669,Missing
oulipo.social,,jdlarios@gmail.com,rjl20,93,1079,130940,15153,Missing
mastodon.triggerphra.se,"A Mastodon instance for the hypnosis community; 18+, queer-friendly, and getting very sleepy.",habitexe@gmail.com,HabitEXE,93,626,16307,10794,Enforced (p=quarantine)
indiepocalypse.social,Inspired by itch.io - a place for independent creators of all sorts.,quon@indiepocalypse.social,quon,92,249,12972,13253,Missing
mstdn-bike.net,"日本&世界のバイク乗り＆バイクに興味のあるひとへ (for Japanese and all world riders !)
Mastodon の バイク(Motor-Bike)インスタンス(instance)を立てました。ぜひ来てください。",support@mstdn-bike.net,kuroringo,91,504,712178,8216,Missing
mstodon.eu,Mastodon instance based in the European Union for a more engaging and interesting social networking experience.,info@mstodon.eu,innos,91,234,1695,7944,Missing
towns.gay,,admin@mg.towns.gay,GAYTOWNS69,91,194,16320,12486,Missing
kiritan.work,,admin@kiritan.work,kiritan,90,273,1681061,8875,Missing
tablegame.mstdn.cloud,,dasoran@gmail.com,dasoran,89,1263,998126,6773,Missing
otogamer.me,音ゲーマーのためのマストドンインスタンス(Japanese),support@hostdon.jp,Naf,89,1231,875554,7239,Missing
flower.afn.social,,flower_afn@nivix.jp,dechin_gun,89,742,9242223,4774,Missing
digforfire.org,,cantbeblank,dff,89,792,214535,4292,Missing
mstdn.es,"A free and federated social network for the Spanish community - and everyone else, too!",support@nikisoft.one,nipos,89,631,59620,10627,Missing
wue.social,,ralf@herrthees.de,herrthees,89,125,15296,9963,Missing
beekeeping.ninja,"Friendly global instance for those interested in gardening, beekeeping and the outdoors in general. Newcomers welcome!",info@beekeeping.ninja,ameshoney,89,171,1520,8500,Monitoring only (p=none)
bear.community,"bear.community is a 18+ only Mastodon instance for bears, chubbies and chasers",mastodonbearcomm@gmail.com,urso,88,3692,55567,12997,Missing
kemonodon.club,,aotokage.toka@gmail.com,aotokage,87,1125,663864,5970,Missing
photodn.net,,info@siren.jp,satoshi,86,1712,125478,12535,Missing
friends.cafe,,lamazep@friends.cafe,friends_cafe,86,282,1445223,5858,Enforced (p=reject)
raru.re,,no@email.lmao,Miaourt,86,143,272010,18848,Missing
dragon.style,"Dragons and people who like dragons. Civilized adults only, please. ❤️🐉🔥

Also we have dragon-sized toots: 7777 characters.",egypt@urnash.com,anthracite,85,283,324868,20526,Missing
feuerwehr.social,German-based Mastodon instance for all firefighters and companies involved in firefighting technology in the German-speaking DACH region,leitstelle@feuerwehr.social,tmkrvs,85,227,2554,6235,Enforced (p=quarantine)
rail.chat,"Discussing a vision for a comprehensive, long-distance, passenger and freight rail network, with seamless connections to other modes of transportation",conductor@rail.chat,conductor,85,201,2243,7103,Monitoring only (p=none)
screenwriting.space,,admin@screenwriting.space,xleo,85,349,5907,11143,Enforced (p=quarantine)
mastodon.nicfab.it,,info [at] nicfab.it,nicfab,85,178,1486,6231,Enforced (p=quarantine)
localization.cafe,,admin@localization.cafe,aran,85,182,1639,2686,Missing
social.mikutter.hachune.net,,wellingtonnmaeda0524+mikutter@gmail.com,ahiru,84,431,1390986,13521,Missing
malaga.social,,tima.malaga.social@gmail.com,tima,84,367,1894,5598,Missing
mathtod.online,,algebraicallyClosedField@gmail.com,Nyoho,83,3121,64675,9008,Missing
anarchism.space,Anarchism Space is a Mastodon instance for left anarchists. No ancaps or primmies,ChatLibertaire@disroot.org,ChatLibertaire,83,2128,248374,20577,Monitoring only (p=none)
toot.turbo.chat,,it@ffsit.net,nulani,83,1158,28897,2877,Missing
dair-community.social,"An instance for people invested in independent, community-rooted tech research. Hosted by the Distributed AI Research Institute.",dylan@dair-institute.org,dylan,83,392,13740,14734,Missing
mastodonsweden.se,,admin@mastodonsweden.se,doktorzjivago,83,237,13302,10169,Missing
climatejustice.global,,paulatothepeople@riseup.net,minister,83,154,31332,18118,Monitoring only (p=none)
leftodon.social,Leftist and mainly political instance in Hebrew,leftodon@gmail.com,staff,82,145,7834,6724,Missing
creators.social,"Friendly Creator Community for YouTubers, Streamers and other people from the video and social media industry. ☺️",mastodon@creators.social,janik,82,174,1273,5513,Enforced (p=quarantine)
wobbl.xyz,,admin@wobbl.xyz,tarrien,82,117,7557,4709,Enforced (p=quarantine)
chirp.enworld.org,,morrus@hotmail.com,morrus,82,279,11661,8157,Missing
onewilshire.la,,hunter@hunterowens.net,hunterowens,81,181,4247,7201,Missing
lou.lt,Instance française dans le respect de la loi et des autres,maxime@melinon.fr,DrEmixam,80,5044,91229,15131,Missing
lehrerzimmer.social,Lehrerzimmer,workwind@lehrerzimmer.social,workwind,80,123,6332,4342,Missing
lgbt.io,We welcome all LGBT+ people and allies all around the world! :),admin@lgbt.io,self,79,2109,275335,19516,Missing
glaceon.social,"An instance for Ice-type pokemon, fans of Ice-type pokemon, and anyone else who's, uh, cool.",admin@glaceon.social,monorail,79,464,476552,18563,Monitoring only (p=none)
ruhrpott.social,"Instance for people from and interested in Ruhr Area, Germany.",kalle@ruhrpott.social,kalle,79,140,4622,5929,Missing
etheirys.masto.host,,etheirysenthusiast@gmail.com,turk,79,203,6530,7809,Enforced (p=quarantine)
edumasto.org,,Barmak@vetsedsuccess.org,Barmak,79,232,4415,6937,Missing
bologna.one,"Server italiano Mastodon, un social network federato.",victor.vandort@bologna.one,victorvandort,78,637,4760,7257,Missing
freemasonry.social,,freemasonry.social@gmail.com,jw,78,224,286,3550,Missing
tweesecake.social,,chef@tweesecake.app,app,78,133,13266,9240,Missing
pipou.academy,"FR: Ceci est une instance queer, qui vise à être aussi confortable et safe que possible. Nouvelleaux élèves bienvenu'es !",headmaster@pipou.academy,MxHeadmaster,77,218,496189,18367,Monitoring only (p=none)
democracy.town,"democracy.town is a general United States-based Mastodon server run by and for progressives. 

All are welcome who follow our guidelines. ",TonyStark@democracy.town,TonyStark,77,211,398633,13937,Missing
brands.town,,sean@deadsuperhero.com,haichqueue,77,191,11067,8776,Missing
social.chinwag.org,"Chinwag Social is hosted in Australia, but anyone at all is welcome. Generally intended as a relaxed and casual place, not unlike your local pub.",admin@chinwag.org,mike,76,1321,84310,19815,Missing
chinwag.org,,admin@chinwag.org,mike,76,1321,84310,19815,Missing
irsoluciones.social,¡¡¡ De La Rioja para el mundo !!! Mastodon alojado en los servidores de IR Soluciones. Iniciativa social sin ánimo de lucro.,admin@irsoluciones.social,administrador,76,173,172,111,Missing
mstdn.nere9.help,,admin@nere9.help,ejo090,75,382,1038047,12961,Missing
ausglam.space,"For Australasian Galleries, Libraries, Archives, Museums and Records people.",admin@ausglam.space,ausglamspace,75,204,22208,12144,Enforced (p=quarantine)
mastodon.opencloud.lu,A Mastodon instance about #Infosec #Privacy #OpenSource for Luxembourg and beyond.,paolov@opencloud.lu,paolo,75,236,17103,17213,Missing
puntarella.party,independent a/social based in Rome,puntarella@riseup.net,admin,75,205,97718,8482,Missing
cyberfurz.social,"A Mastodon Instance with a focus on VR/Metaverse Furs, and by Metaverse we are talking about VRChat, Neos, ChillOut, SecondLife, etc.",support@cyberfurz.com,hack13,75,144,8214,7059,Missing
cville.online,The Cville.Online community is open to anyone from the Charlottesville area interested in helping to create a more livable Cville area for everyone.,admin@cville.online,steven,75,157,3991,9523,Missing
nightly.fedibird.com,,admin@fedibird.com,noellabo,75,156,105284,9231,Missing
mastodon.free-solutions.org,,claude@free-solutions.ch,claude,75,468,1222,4426,Missing
tuiter.rocks,,info@tuiter.ovh,ElenaMusk,75,110,60744,7786,Missing
moth.social,,info@moth.social,mammoth,75,138,1279,5473,Missing
cybervillains.com,,root@cybervillains.com,alex,74,229,1607,9741,Missing
unnerv.jp,,webmaster@unnerv.jp,UN_NERV,73,234,1136122,7679,Missing
deadinsi.de,No Nazis. No Fascists. No bigotry. Delete gamers. Listen and be excellent to each other.,ida@is.nota.live,ida,73,542,273263,20915,Missing
social.veraciousnetwork.com,It's more than a game it's a community.,cdp1337@veraciousnetwork.com,cdp1337,73,118,309,6362,Enforced (p=reject)
douzepoints.social,This Mastodon server is for all Eurovision Song Contest fans! Feel your heart beat!,mastodon@medplex.wtf,MedPlex,73,251,2858,6986,Missing
topspicy.social,,nikkiandbunty@gmail.com,nikki,73,106,24846,14005,Missing
strangeobject.space,sex/kink-positive general purpose instance,mail@strangeobject.space,admin,73,102,9305,9868,Missing
unvernunft.social,,sebastian@kunstderunvernunft.de,admin,73,148,793,2495,Missing
aleph.land,א,madeorsk@protonmail.com,Madeorsk,72,1621,222985,22202,Missing
ffxiv-mastodon.com,,epsilon_terrain.0f@icloud.com,mosa,72,2015,455180,3057,Missing
birdsite.link,,,lertsenem,72,72,12,6197,Missing
cathode.church,"A Mastodon instance on the Fediverse for trans and gender-diverse makers, coders and tinkerers.",s0+@cathode.church,s0,72,121,69733,14459,Missing
tabletop.vip,A small Mastodon community for all things tabletop gaming related as well as other geekery at large.,tabletop.vip@outlook.com,kennon,72,207,5812,12501,Missing
verkehrswende.social,Instanzname ist Programm,lars_schwarz@riseup.net,larsschwarz,72,103,4332,6278,Missing
recurse.social,,me@wesleyac.com,wesleyac,72,214,8477,8947,Missing
zork.social,,william@nerderium.com,caranmegil,72,117,986,6971,Missing
social.silicon.moe,,admin@silicon.moe,perillamint,71,252,19124,5703,Missing
anime.kona.moe,,admin@kona.moe,akasakakona,71,83,75,574,Missing
mastodon.juggler.jp,雑談メインのMastodonインスタンスです。,tateisu+juggler@gmail.com,juggler,70,1801,724553,11468,Missing
koyu.space,a cozy space for everyone (* ^ ω ^) ✨,support@koyu.space,koyuspace,70,150,9173,28452,Missing
c18.masto.host,,carrieshanafelt@gmail.com,carrideen,70,140,12587,12058,Enforced (p=quarantine)
tacobelllabs.net,,mastodon-admin@chowderless.com,root,70,97,17015,10777,Missing
x0r.be,Exclusive or something,szbalint@cpan.org,szbalint,69,201,128507,22383,Missing
piipitin.fi,Suomalaisille vasemmistolaisille suunnattu mastodon instanssi,contact@piipitin.fi,kybernoita,69,168,12594,9118,Enforced (p=quarantine)
canada.masto.host,,thedefiant604@protonmail.com,TheDefiant604,69,280,10024,12974,Enforced (p=quarantine)
toots.social,A tiny instance hosted by toots.social | 一个小而美的实例。,mastodon@skiff.com,system,68,892,39792,7129,Missing
zh-cn.toots.social,,mastodon@skiff.com,system,68,892,39795,7132,Missing
kpop.social,"안녕하세요! 
This is the first Kpop instance in the fediverse! 
Any Kpop fan is welcome and we're open to the Korean culture too.",hello@kpop.social,angristan,68,520,59285,9379,Missing
ielts.boats,"雅思船，诸多背单词bots所在地。欢迎来此注册小号，尤其是专注于外语学习讨论的小号。也可以用此作为一个备选站。

服务器/数据中心地址：🇪🇺",hello@ielts.boats,YasuMeiko,68,329,94140,4092,Monitoring only (p=none)
mastodon.compositecomputer.club,,bullbull1230@gmail.com,Pigeon_house2020,68,224,604191,3850,Missing
norcal.social,,matthewsaundersbrown@gmail.com,msb,68,62,47,1256,Missing
diaspodon.fr,,diaspodonmoderation@protonmail.com,moderation,67,240,139333,15615,Missing
linernotes.club,A friendly place in the fediverse for discussing music recordings. ,sundog@reclaim.technology,djsundog,67,381,36693,19199,Missing
